KOIpl,Rppri,E_Rppri,e_Rppri,Rpsec,E_Rpsec,e_Rpsec,Rpkep,e_Rpkep,Teqpri,E_Teqpri,e_Teqpri,Teqsec,E_Teqsec,e_Teqsec,Teqkep,Spri,E_Spri,e_Spri,Ssec,E_Ssec,e_Ssec,Skep,e_Skep,KOI,Simbad_x,_RA_x,_DE_x,NIRC2,Np,Sep,Date,rmag,SNR,dmi,e_dmi,dmLP600,e_dmLP600,dmGaia,e_dmGaia,dm562nm,e_dm562nm,dm692nm,e_dm692nm,dm880nm,e_dm880nm,dmJ,e_dmJ,dmK,e_dmK,Ref,Teff1,E_Teff1,e_Teff1,Teff2,E_Teff2,e_Teff2,Teffkep,e_Teffkep,Rstar1,E_Rstar1,e_Rstar1,Rstar2/Rstar1,E_Rstar2/Rstar1,e_Rstar2/Rstar1,Rstarkep,e_Rstarkep,fcorr-p,E_fcorr-p,e_fcorr-p,fcorr-s,E_fcorr-s,e_fcorr-s,Source,K16,F17,Simbad_y,_RA_y,_DE_y,KOIpl_clean,kepoi_name,koi_period,koi_period_err1,koi_period_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_steff,koi_srad,koi_smass,Rstar2,Mstar1_est,Mstar2_est,rho_pri,rho_sec,rho_transit,rho_transit_fracerr,rho_transit_err,rho_pri_err,rho_sec_err,lnL_pri,lnL_sec,prior_pri,prior_sec,p_pri,p_sec,usable
2408.01,2.0,0.3,0.29,7.77,1.15,1.12,2.11,0.29,370,11,11,150,4,4,369,4.55,0.22,0.22,0.22,0.01,0.01,4.39,1.53,2408,Simbad,287.06637,41.87493,*,1,1.38,2023-06-24,14.15,140,,,,,4.92,0.05,,,,,,,,,2.85,0.01,F17,5667,38,41,3574,15,14,5485,110,0.873,0.008,0.009,0.415,0.002,0.002,0.928,0.04,0.95,0.04,0.04,3.68,0.17,0.16,1,0,1,Simbad,287.06637,41.87493,2408.01,K02408.01,94.289223,0.0006466,-0.0006466,143.4,56.0,-56.0,4.102,0.158,-0.158,0.613,0.33,-0.389,505.4,26.3,-26.3,5632.0,0.904,1.026,0.362295,0.84385496,0.2810787,1.2683089,5.910727,4.456137716277476,1.1715481171548117,5.220579751287419,0.19024634,0.8866091,-0.1861856343482798,-0.037728070059151055,0.5,0.5,0.46295362470473683,0.5370463752952632,True
2413.01,2.02,0.1,0.09,2.09,0.1,0.1,1.49,0.04,574,16,16,560,16,16,545,24.4,1.6,1.68,22.84,1.45,1.55,20.91,2.66,2413,Simbad,291.3426,38.36313,*,2,0.31,2021-10-03,15.01,211,,,,,0.13,0.0,,,,,,,,,0.17,0.06,"F17,B16",4786,62,63,4728,57,55,4513,71,0.713,0.017,0.017,0.975,0.012,0.013,0.722,0.021,1.36,0.05,0.05,1.4,0.06,0.05,2,0,1,Simbad,291.3426,38.36313,2413.01,,,,,,,,,,,,,,,,,,,,0.695175,0.65518194,0.6347719,1.8075625,1.8894495,,,,0.27113438,0.28341743,,,0.5,0.5,,,False
2413.02,1.99,0.09,0.09,2.06,0.1,0.1,1.47,0.04,428,12,13,418,11,12,406,7.52,0.49,0.52,7.04,0.45,0.48,6.44,0.82,2413,Simbad,291.3426,38.36313,*,2,0.31,2021-10-03,15.01,211,,,,,0.13,0.0,,,,,,,,,0.17,0.06,"F17,B16",4786,62,63,4728,57,55,4513,71,0.713,0.017,0.017,0.975,0.012,0.013,0.722,0.021,1.36,0.05,0.05,1.4,0.06,0.05,2,0,1,Simbad,291.3426,38.36313,2413.02,,,,,,,,,,,,,,,,,,,,0.695175,0.65518194,0.6347719,1.8075625,1.8894495,,,,0.27113438,0.28341743,,,0.5,0.5,,,False
2418.01,1.61,0.12,0.12,3.25,0.27,0.26,1.68,0.12,207,5,5,112,3,3,196,0.57,0.02,0.03,0.1,0.0,0.0,0.35,0.08,2418,Simbad,297.4867,46.9967,*,1,0.11,2021-04-06,15.61,80,,,,,,,,,3.22,0.15,2.94,0.15,,,2.51,0.06,"F17,K16",3905,22,23,3237,17,17,3577,72,0.532,0.006,0.006,0.427,0.008,0.008,0.569,0.017,0.96,0.03,0.03,1.93,0.07,0.07,1,1,1,Simbad,297.4867,46.9967,2418.01,,,,,,,,,,,,,,,,,,,,0.227164,0.45434898,0.15682828,3.0175512,13.378451,,,,0.4526327,2.0067677,,,0.5,0.5,,,False
2421.01,0.38,0.04,0.04,0.51,0.06,0.06,0.55,0.03,779,49,48,650,42,39,903,427.32,26.42,27.04,235.28,15.09,14.9,157.05,38.78,2421,Simbad,298.41934,45.07143,*,2,1.17,2021-06-18,14.35,241,,,0.99,0.09,0.88,0.05,,,,,,,,,0.47,0.05,"F17,B16",5292,62,60,4743,54,60,4669,163,0.772,0.01,0.01,0.867,0.011,0.012,1.344,0.126,0.68,0.07,0.06,0.91,0.1,0.08,1,0,1,Simbad,298.41934,45.07143,2421.01,,,,,,,,,,,,,,,,,,,,0.669324,0.7236385,0.60540426,1.5727863,2.0189998,,,,0.23591796,0.30284998,,,0.5,0.5,,,False
2421.02,0.33,0.04,0.03,0.44,0.05,0.04,0.48,0.02,645,38,39,538,31,33,747,199.29,12.32,12.61,109.73,7.04,6.95,73.5,18.14,2421,Simbad,298.41934,45.07143,*,2,1.17,2021-06-18,14.35,241,,,0.99,0.09,0.88,0.05,,,,,,,,,0.47,0.05,"F17,B16",5292,62,60,4743,54,60,4669,163,0.772,0.01,0.01,0.867,0.011,0.012,1.344,0.126,0.68,0.07,0.06,0.91,0.1,0.08,1,0,1,Simbad,298.41934,45.07143,2421.02,,,,,,,,,,,,,,,,,,,,0.669324,0.7236385,0.60540426,1.5727863,2.0189998,,,,0.23591796,0.30284998,,,0.5,0.5,,,False
2440.01,1.18,0.18,0.18,5.06,0.79,0.78,1.32,0.2,1187,38,38,425,14,14,1121,564.22,31.28,30.48,17.06,0.94,0.96,372.7,149.35,2440,Simbad,282.99973,40.55746,*,1,0.17,2023-06-03,13.94,199,,,,,,,,,,,,,,,3.11,0.03,F17,6342,39,41,3713,23,21,5670,113,1.198,0.016,0.014,0.373,0.004,0.004,1.342,0.062,0.9,0.04,0.04,3.83,0.2,0.17,1,0,1,Simbad,282.99973,40.55746,2440.01,,,,,,,,,,,,,,,,,,,,0.44685397,1.2533461,0.36534825,0.7289548,4.094588,,,,0.10934322,0.6141882,,,0.5,0.5,,,False
2460.01,1.49,0.16,0.16,3.63,0.39,0.4,1.51,0.12,557,29,28,301,16,15,554,25.29,1.12,1.12,3.45,0.17,0.17,22.24,6.58,2460,Simbad,287.6574,48.98215,*,1,2.32,2023-07-03,14.96,230,,,,,3.39,0.05,,,,,,,,,1.94,0.17,F17,4662,39,36,3539,18,17,4564,160,0.669,0.008,0.008,0.508,0.009,0.009,0.699,0.053,0.98,0.08,0.07,2.4,0.19,0.18,1,0,1,Simbad,287.6574,48.98215,2460.01,K02460.01,11.32269749,9.54e-05,-9.54e-05,9.2,4.6,-4.6,3.517,0.134,-0.134,0.951,0.026,-0.69,311.0,22.7,-22.7,4563.0,0.642,0.634,0.33985204,0.60503805,0.25948507,2.0207112,6.610628,0.0816016494251537,1.5,0.12240247413773056,0.3031067,0.99159425,-17.594447647375212,-21.351640086367638,0.5,0.5,0.9771835433246234,0.022816456675376608,True
2463.01,1.32,0.3,0.3,1.55,0.35,0.36,1.04,0.17,1091,102,98,927,87,86,1035,328.16,36.52,34.92,183.46,20.26,21.26,271.25,123.26,2463,Simbad,288.05926,51.35451,*,1,0.66,2021-09-29,12.71,379,,,,,,,,,1.09,0.15,0.98,0.15,,,,,F17,6363,78,80,5916,88,88,6161,98,1.181,0.048,0.047,0.834,0.013,0.013,1.169,0.197,1.24,0.26,0.18,1.45,0.3,0.22,2,0,1,Simbad,288.05926,51.35451,2463.01,K02463.01,7.46718958,5.655e-05,-5.655e-05,13.88,4.7,-4.7,3.633,0.172,-0.172,0.486,0.05,-0.436,75.7,4.6,-4.6,6161.0,1.169,1.251,0.984954,1.231154,0.981228,0.7474165,1.0268856,0.6443017446360461,1.015850144092219,0.6545140201273955,0.11211248,0.15403286,-0.012056314412624036,-0.16187310527168683,0.5,0.5,0.537384299421095,0.462615700578905,True
2466.01,1.35,0.16,0.16,1.39,0.16,0.16,0.88,0.07,904,46,48,887,47,47,830,137.9,9.44,9.71,129.09,8.96,9.2,112.21,34.57,2466,Simbad,284.82804,44.60872,*,2,0.09,2023-06-26,14.93,157,,,,,,,,,,,,,,,0.05,0.0,F17,4664,60,60,4607,63,60,4500,133,0.693,0.017,0.017,0.987,0.007,0.007,0.633,0.05,1.51,0.13,0.11,1.57,0.14,0.13,2,0,1,Simbad,284.82804,44.60872,2466.01,K02466.01,3.17323012,1.095e-05,-1.095e-05,12.83,1.7,-1.7,1.9094,0.0852,-0.0852,0.085,0.376,-0.085,204.5,11.2,-11.2,4500.0,0.633,0.626,0.683991,0.63229036,0.6220324,1.8998392,1.9438459,2.8178125384763906,0.39750584567420105,1.1200969560584249,0.2849759,0.2915769,-0.31541292655272074,-0.2850844273573681,0.5,0.5,0.49241845632886144,0.5075815436711385,True
2466.02,1.38,0.16,0.16,1.43,0.16,0.16,0.91,0.07,561,29,29,550,28,29,515,20.41,1.4,1.44,19.11,1.33,1.36,16.64,5.13,2466,Simbad,284.82804,44.60872,*,2,0.09,2023-06-26,14.93,157,,,,,,,,,,,,,,,0.05,0.0,F17,4664,60,60,4607,63,60,4500,133,0.693,0.017,0.017,0.987,0.007,0.007,0.633,0.05,1.51,0.13,0.11,1.57,0.14,0.13,2,0,1,Simbad,284.82804,44.60872,2466.02,K02466.02,13.2970695,0.0001073,-0.0001073,31.34,7.5,-7.5,3.283,0.195,-0.195,0.03,0.414,-0.03,219.7,16.5,-16.5,4500.0,0.633,0.626,0.683991,0.63229036,0.6220324,1.8998392,1.9438459,2.338946903549397,0.7179323548181238,1.6792056582597776,0.2849759,0.2915769,-0.03323326498083176,-0.02687062510956285,0.5,0.5,0.4984093453984097,0.5015906546015904,True
2482.01,2.64,0.81,0.83,3.31,1.03,1.01,2.44,0.7,423,24,24,362,25,24,487,8.98,0.89,0.84,5.43,0.94,0.91,13.27,11.16,2482,Simbad,292.11513,49.25642,*,1,0.31,2022-08-06,14.9,133,,,0.59,0.28,,,,,,,,,,,,,,5408,80,88,4919,158,157,5798,203,0.787,0.021,0.02,0.881,0.047,0.046,0.913,0.073,1.06,0.11,0.1,1.33,0.15,0.13,1,0,1,Simbad,292.11513,49.25642,2482.01,K02482.01,45.0909201,0.0004749,-0.0004749,27.5,13.6,-13.6,4.605,0.182,-0.182,0.957,0.009,-0.754,436.3,34.2,-34.2,5790.0,0.9,0.998,0.693347,0.74125636,0.6326861,1.5207024,1.8981756,0.13742164747142557,1.4836363636363634,0.2038837533394241,0.22810537,0.28472635,-10.221433811794734,-12.63989348943653,0.5,0.5,0.9182241584443397,0.08177584155566034,True
2486.01,2.36,0.79,1.08,2.18,1.26,0.87,1.42,0.44,1547,249,271,1475,238,261,1371,958.33,125.78,125.88,812.91,107.22,106.51,834.16,774.43,2486,Simbad,280.69033,43.91915,*,1,0.23,2021-06-15,12.98,213,0.49,0.3,,,,,,,,,,,,,0.14,0.01,,6623,105,110,6489,110,103,6395,176,1.313,0.063,0.061,0.947,0.005,0.005,1.237,0.39,1.45,0.65,0.36,1.51,0.7,0.38,2,1,1,Simbad,280.69033,43.91915,2486.01,K02486.01,4.267961416,8.876e-06,-8.876e-06,23.76,6.1,-6.1,1.3427,0.0603,-0.0603,0.255,0.204,-0.255,127.4,6.6,-6.6,6395.0,1.237,1.048,1.243411,1.4055002,1.3130109,0.6209216,0.68300563,9.893127444634993,0.7702020202020201,7.619706743973921,0.09313825,0.10245085,-0.7402778155432307,-0.7303747203727616,0.5,0.5,0.4975242464407126,0.5024757535592874,True
2517.01,1.14,0.16,0.16,3.94,0.61,0.6,1.21,0.16,1670,64,64,746,25,31,1677,2382.41,141.85,239.04,162.05,1.11,20.75,1867.0,656.06,2517,Simbad,289.8844,45.21152,*,1,0.19,2023-06-24,14.48,89,,,,,,,,,,,,,,,2.44,0.0,F17,5775,66,62,3724,26,24,5606,112,0.918,0.02,0.022,0.478,0.003,0.003,0.987,0.053,0.94,0.06,0.05,3.26,0.2,0.19,1,0,1,Simbad,289.8844,45.21152,2517.01,,,,,,,,,,,,,,,,,,,,0.43880397,0.8985729,0.35713974,1.1615163,4.2269444,,,,0.17422745,0.63404167,,,0.5,0.5,,,False
2535.01,2.86,0.16,0.16,4.8,0.28,0.29,2.96,0.1,382,13,12,211,7,7,386,4.8,0.2,0.19,1.8,0.05,0.07,5.23,0.73,2535,Simbad,284.74789,46.37356,*,1,1.63,2022-08-03,14.93,153,,,2.47,0.02,2.78,0.05,,,,,,,2.51,0.01,,,F17,4917,43,31,4124,24,20,4814,96,0.743,0.008,0.008,0.434,0.006,0.006,0.795,0.037,0.97,0.05,0.05,1.62,0.09,0.08,1,0,1,Simbad,284.74789,46.37356,2535.01,K02535.01,48.8882668,0.0006649,-0.0006649,17.77,8.8,-8.8,6.468,0.563,-0.563,0.988,0.005,-0.687,462.8,37.8,-37.8,4821.0,0.788,0.765,0.32246196,0.68982035,0.24299544,1.6817816,7.247073,0.031541930159576057,1.48564997186269,0.0468602676540691,0.25226727,1.087061,-20.68280660138759,-21.988341013293667,0.5,0.5,0.786764942001272,0.21323505799872794,True
2538.01,2.03,0.2,0.19,2.17,0.21,0.21,1.46,0.1,437,18,19,420,18,18,420,8.26,0.6,0.62,7.24,0.62,0.6,7.33,1.68,2538,Simbad,286.28595,37.38707,*,1,0.08,2023-07-19,14.08,210,,,,,,,,,,,,,,,0.09,0.0,F17,5171,77,68,5045,74,70,5026,100,0.774,0.017,0.017,0.971,0.007,0.007,0.759,0.05,1.38,0.11,0.09,1.47,0.11,0.1,2,0,1,Simbad,286.28595,37.38707,2538.01,K02538.01,39.8312536,0.0002066,-0.0002066,123.3,34.6,-34.6,2.442,0.163,-0.163,0.24,0.223,-0.24,388.8,29.7,-29.7,5026.0,0.759,0.8,0.751554,0.72598255,0.6997618,1.5656811,1.6484268,15.87364061980515,0.8418491484184916,13.363210838084141,0.23485218,0.24726403,-0.5730198300208322,-0.5663922543142033,0.5,0.5,0.49834311213820504,0.5016568878617949,True
2542.01,0.92,0.21,0.21,1.18,0.29,0.28,0.67,0.11,950,77,76,767,71,61,849,146.79,4.56,2.97,88.91,9.13,13.33,122.92,56.11,2542,Simbad,283.40194,41.51634,*,1,0.8,2021-08-05,15.9,214,,,1.2,0.19,1.14,0.0,,,,,,,,,0.92,0.23,"F17,B16,K16",3575,8,10,3343,11,11,3460,69,0.41,0.004,0.004,0.751,0.006,0.007,0.356,0.057,1.33,0.26,0.18,1.72,0.33,0.26,2,1,1,Simbad,283.40194,41.51634,2542.01,K02542.01,0.727331746,1.291e-06,-1.291e-06,6.74,1.6,-1.6,0.8323,0.0627,-0.0627,0.153,0.301,-0.153,357.4,23.9,-23.9,3460.0,0.356,0.385,0.30791,0.32808006,0.22936636,4.7602334,7.857029,7.775885664193425,0.712166172106825,5.537722728208968,0.71403503,1.1785544,-0.14585088960720555,-0.00010270098229790572,0.5,0.5,0.4636273173898573,0.5363726826101427,True
2543.01,1.28,0.09,0.09,2.84,0.2,0.2,1.37,0.05,1370,46,49,870,29,30,1344,948.33,54.77,57.44,198.88,10.74,11.21,772.73,114.29,2543,Simbad,295.90919,51.34793,*,1,0.06,2023-05-12,15.31,147,,,,,,,,,,,,,,,1.23,0.03,F17,5348,55,57,4041,39,32,4946,99,0.794,0.015,0.013,0.704,0.008,0.008,0.894,0.048,0.93,0.06,0.05,2.07,0.13,0.12,1,0,1,Simbad,295.90919,51.34793,2543.01,K02543.01,1.302017467,3.298e-06,-3.298e-06,7.11,1.2,-1.2,1.3692,0.0777,-0.0777,0.286,0.182,-0.286,290.5,16.6,-16.6,4948.0,0.816,0.782,0.558976,0.74950695,0.48332745,1.4973181,2.7673366,2.8484620991410896,0.5063291139240507,1.4422592907043492,0.22459774,0.4151005,-0.4284304119636218,-0.0014609496954757727,0.5,0.5,0.39485022770667594,0.605149772293324,True
2554.01,24.8,2.6,2.51,29.46,3.14,3.22,13.72,1.0,427,21,21,386,20,19,325,5.87,0.52,0.52,4.23,0.34,0.35,2.64,0.73,2554,Simbad,292.37976,47.64465,*,2,0.37,2021-10-06,15.39,178,,,0.37,0.08,,,,,,,,,,,0.27,0.02,F17,4847,74,79,4563,73,71,4405,119,0.727,0.018,0.022,0.923,0.008,0.008,0.511,0.037,1.8,0.15,0.13,2.14,0.19,0.16,2,0,1,Simbad,292.37976,47.64465,2554.01,K02554.01,39.7557642,0.000333,-0.000333,40.0,19.5,-19.5,1.958,0.28,-0.28,1.219,6.837,-0.024,621.8,76.5,-76.5,4405.0,0.511,0.513,0.671021,0.6713021,0.6073236,1.747088,2.010073,0.5440202001441187,1.4625,0.7956295427107735,0.2620632,0.30151096,-1.0313273671193852,-1.484463376485254,0.5,0.5,0.6113845890508345,0.38861541094916546,True
2554.02,1.7,0.18,0.18,2.01,0.22,0.22,0.94,0.07,671,33,33,607,30,30,510,35.68,3.17,3.16,25.68,2.07,2.14,16.02,4.48,2554,Simbad,292.37976,47.64465,*,2,0.37,2021-10-06,15.39,178,,,0.37,0.08,,,,,,,,,,,0.27,0.02,F17,4847,74,79,4563,73,71,4405,119,0.727,0.018,0.022,0.923,0.008,0.008,0.511,0.037,1.8,0.15,0.13,2.14,0.19,0.16,2,0,1,Simbad,292.37976,47.64465,2554.02,K02554.02,10.27127527,6.323e-05,-6.323e-05,26.33,3.9,-3.9,3.029,0.15,-0.15,0.046,0.414,-0.046,343.5,24.2,-24.2,4405.0,0.511,0.513,0.671021,0.6713021,0.6073236,1.747088,2.010073,2.324551136311602,0.44436004557538933,1.0329376488737465,0.2620632,0.30151096,-0.14681788074026067,-0.042706268273164275,0.5,0.5,0.47399558162560307,0.5260044183743968,True
2571.01,0.88,0.08,0.08,0.97,0.09,0.09,0.96,0.07,1476,53,53,1375,52,50,1629,2641.27,186.84,188.12,2018.0,178.58,177.07,1654.69,370.53,2571,Simbad,293.137,42.35045,*,1,0.04,2023-06-25,14.36,194,,,,,,,,,,,,,,,0.18,0.04,F17,5703,62,60,5477,71,77,5268,105,0.93,0.017,0.016,0.942,0.014,0.014,1.331,0.069,0.92,0.05,0.05,1.01,0.06,0.05,1,0,1,Simbad,293.137,42.35045,2571.01,K02571.01,0.82628442,1.441e-06,-1.441e-06,6.414,0.6,-0.6,0.9603,0.0532,-0.0532,0.28,0.186,-0.28,134.9,6.4,-6.4,5218.0,0.829,0.886,0.87606,0.9132795,0.8475539,1.1354156,1.2605665,5.192338565095573,0.2806361085126286,1.4571576889884676,0.17031235,0.18908498,-3.823470461361203,-3.5799884937335436,0.5,0.5,0.4394284537887378,0.5605715462112623,True
2580.01,2.11,0.74,0.84,2.94,1.03,1.2,1.59,0.43,1193,164,182,958,132,146,1123,416.75,35.21,35.48,196.74,12.81,13.56,375.55,315.68,2580,Simbad,295.35437,48.51542,*,1,0.6,2021-09-22,15.73,141,,,0.86,0.13,1.09,0.0,,,,,,,,,,,,5642,68,70,4961,64,64,5591,175,0.886,0.027,0.027,0.833,0.007,0.006,0.86,0.237,1.2,0.44,0.24,1.64,0.65,0.36,2,0,1,Simbad,295.35437,48.51542,2580.01,K02580.01,3.11604194,1.188e-05,-1.188e-05,13.389,0.811,-0.811,1.7763,0.099,-0.099,0.195,0.283,-0.195,345.2,21.1,-21.1,5591.0,0.86,0.977,0.738038,0.85959154,0.68406665,1.2359219,1.7016187,3.321032303074409,0.18171633430427966,0.6034858162207811,0.18538828,0.25524282,-5.454188207518901,-3.054078245291442,0.5,0.5,0.08316431170869898,0.916835688291301,True
2595.01,1.18,0.22,0.22,3.66,0.73,0.73,1.24,0.23,1099,35,35,458,19,19,1052,432.07,27.84,26.69,21.15,2.75,2.74,289.74,151.21,2595,Simbad,290.99525,45.19222,*,2,0.11,2023-07-02,13.18,290,,,,,,,,,,,,,,,2.47,0.11,F17,6817,52,57,4282,99,94,6330,127,1.435,0.023,0.021,0.437,0.014,0.012,1.53,0.068,0.95,0.05,0.04,2.94,0.24,0.22,1,0,1,Simbad,290.99525,45.19222,2595.01,,,,,,,,,,,,,,,,,,,,0.627095,1.5705973,0.5580417,0.53150725,2.2629068,,,,0.07972609,0.33943602,,,0.5,0.5,,,False
2595.02,1.07,0.2,0.21,3.33,0.66,0.68,1.12,0.21,941,30,29,391,16,16,901,232.54,14.99,14.36,11.38,1.48,1.47,155.87,81.34,2595,Simbad,290.99525,45.19222,*,2,0.11,2023-07-02,13.18,290,,,,,,,,,,,,,,,2.47,0.11,F17,6817,52,57,4282,99,94,6330,127,1.435,0.023,0.021,0.437,0.014,0.012,1.53,0.068,0.95,0.05,0.04,2.94,0.24,0.22,1,0,1,Simbad,290.99525,45.19222,2595.02,,,,,,,,,,,,,,,,,,,,0.627095,1.5705973,0.5580417,0.53150725,2.2629068,,,,0.07972609,0.33943602,,,0.5,0.5,,,False
2598.01,1.24,0.43,0.41,1.32,0.46,0.43,1.35,0.44,535,32,31,496,29,30,614,52.21,6.42,6.56,40.57,4.92,5.0,33.69,33.79,2598,Simbad,292.32415,43.03344,*,1,1.09,2021-10-06,14.11,211,,,0.37,0.04,0.34,0.0,,,,,,,,,,,,6355,86,95,6161,85,103,6055,212,1.17,0.049,0.057,0.914,0.008,0.009,1.697,0.147,0.91,0.09,0.08,0.97,0.1,0.09,1,0,1,Simbad,292.32415,43.03344,2598.01,,,,,,,,,,,,,,,,,,,,1.0693799,1.2168367,1.0874643,0.7597571,0.8892399,,,,0.11396357,0.13338599,,,0.5,0.5,,,False
2608.01,1.3,0.39,0.45,3.41,1.09,1.2,1.84,0.46,1752,222,232,798,103,107,2017,2065.98,217.8,208.71,136.81,16.99,16.46,3906.36,2880.81,2608,Simbad,285.71351,41.60588,*,1,0.2,2023-07-17,13.27,359,,,,,,,,,,,,,,,2.16,0.01,,6784,88,90,4491,107,98,6381,181,1.41,0.046,0.048,0.472,0.006,0.005,2.232,0.55,0.65,0.22,0.13,1.7,0.53,0.34,2,0,1,Simbad,285.71351,41.60588,2608.01,,,,,,,,,,,,,,,,,,,,0.66552,1.5364692,0.60110646,0.5481085,2.0392385,,,,0.08221628,0.3058858,,,0.5,0.5,,,False
2637.01,1.1,0.27,0.26,2.24,0.52,0.52,1.15,0.19,1252,109,104,752,70,66,1233,530.16,51.22,49.36,92.39,13.3,13.62,547.73,228.78,2637,Simbad,284.72894,46.20643,*,1,0.34,2021-06-17,14.97,148,,,,,,,,,,,,,,,1.35,0.07,F17,6103,61,92,4573,128,128,5692,77,1.053,0.035,0.041,0.64,0.014,0.014,1.188,0.189,0.93,0.18,0.13,1.87,0.41,0.27,2,0,1,Simbad,284.72894,46.20643,2637.01,,,,,,,,,,,,,,,,,,,,0.67392,1.0666832,0.61060506,0.9135879,1.9949656,,,,0.1370382,0.29924485,,,0.5,0.5,,,False
2657.01,0.92,0.13,0.12,0.94,0.13,0.13,0.58,0.05,1078,64,64,1044,60,63,941,271.08,24.46,25.42,245.72,20.48,21.39,185.16,57.75,2657,Simbad,292.76174,45.72722,*,1,0.76,2021-10-07,12.81,360,,,0.27,0.18,0.15,0.0,,,,,,,,,0.1,0.01,"F17,K16",5856,65,89,5776,63,80,5487,109,0.967,0.027,0.04,0.962,0.005,0.005,0.84,0.085,1.58,0.19,0.16,1.62,0.19,0.16,2,1,1,Simbad,292.76174,45.72722,2657.01,,,,,,,,,,,,,,,,,,,,0.93025404,0.9589216,0.9135913,1.060483,1.134873,,,,0.15907246,0.17023095,,,0.5,0.5,,,False
2664.01,3.02,0.49,0.48,2.98,0.47,0.47,2.66,0.3,476,32,33,379,26,25,491,11.64,0.86,0.85,11.99,0.87,0.87,13.77,5.6,2664,Simbad,298.73531,40.76416,*,1,1.17,2022-06-13,15.61,105,,,0.83,0.09,0.45,0.05,,,,,,,,,1.1,0.01,"F17,B16",5091,65,68,5118,66,69,5151,168,0.745,0.015,0.015,0.628,0.006,0.006,0.785,0.088,1.12,0.14,0.11,1.11,0.14,0.11,2,0,1,Simbad,298.73531,40.76416,2664.01,,,,,,,,,,,,,,,,,,,,0.46786,0.69214225,0.38694113,1.6738886,3.778306,,,,0.25108328,0.56674594,,,0.5,0.5,,,False
2681.01,7.66,0.77,0.76,10.8,1.06,1.07,6.01,0.41,311,14,14,255,11,11,295,2.0,0.15,0.15,0.97,0.07,0.07,1.8,0.42,2681,Simbad,295.89412,42.38051,*,2,1.12,2022-06-12,15.92,79,,,1.25,0.11,1.04,0.05,,,,,,,,,0.46,0.01,"F17,B16",5377,64,67,4703,64,64,5307,105,0.817,0.023,0.021,0.876,0.005,0.005,0.757,0.052,1.27,0.1,0.08,1.79,0.14,0.13,2,0,1,Simbad,295.89412,42.38051,2681.01,,,,,,,,,,,,,,,,,,,,0.715692,0.77674335,0.6582755,1.4243326,1.7956811,,,,0.2136499,0.26935217,,,0.5,0.5,,,False
2681.02,2.65,0.26,0.26,3.75,0.38,0.38,2.07,0.15,569,24,24,466,20,20,539,22.24,1.67,1.68,10.74,0.77,0.77,20.01,4.7,2681,Simbad,295.89412,42.38051,*,2,1.12,2022-06-12,15.92,79,,,1.25,0.11,1.04,0.05,,,,,,,,,0.46,0.01,"F17,B16",5377,64,67,4703,64,64,5307,105,0.817,0.023,0.021,0.876,0.005,0.005,0.757,0.052,1.27,0.1,0.08,1.79,0.14,0.13,2,0,1,Simbad,295.89412,42.38051,2681.02,,,,,,,,,,,,,,,,,,,,0.715692,0.77674335,0.6582755,1.4243326,1.7956811,,,,0.2136499,0.26935217,,,0.5,0.5,,,False
2705.01,1.21,0.17,0.17,2.47,0.35,0.34,1.24,0.17,563,14,13,298,8,7,557,25.35,0.21,0.2,4.35,0.15,0.14,22.75,9.63,2705,Simbad,290.95609,49.36626,*,1,1.88,2022-09-10,14.69,232,,,3.19,0.14,,,,,,,,,,,2.64,0.05,"F17,B16,K16",3602,3,2,3016,13,10,3494,70,0.481,0.003,0.003,0.399,0.004,0.005,0.502,0.014,0.98,0.03,0.03,2.0,0.07,0.06,1,1,1,Simbad,290.95609,49.36626,2705.01,,,,,,,,,,,,,,,,,,,,0.191919,0.40057272,0.12702742,3.5995328,17.969812,,,,0.5399299,2.695472,,,0.5,0.5,,,False
2711.01,2.31,0.54,0.55,2.39,0.55,0.56,1.62,0.26,1016,94,92,982,89,88,939,222.84,38.23,34.66,199.06,32.39,31.55,183.39,81.57,2711,Simbad,290.94447,40.48008,*,2,0.49,2021-10-07,13.59,226,,,0.12,0.08,,,,,,,,,,,0.12,0.06,"F17,B16",6255,131,137,6167,128,121,5885,105,1.127,0.072,0.063,0.959,0.017,0.016,1.111,0.178,1.4,0.28,0.21,1.43,0.28,0.21,2,0,1,Simbad,290.94447,40.48008,2711.01,,,,,,,,,,,,,,,,,,,,1.080793,1.1611943,1.1019913,0.81120986,0.872872,,,,0.12168148,0.13093081,,,0.5,0.5,,,False
