KOIpl,Rppri,E_Rppri,e_Rppri,Rpsec,E_Rpsec,e_Rpsec,Rpkep,e_Rpkep,Teqpri,E_Teqpri,e_Teqpri,Teqsec,E_Teqsec,e_Teqsec,Teqkep,Spri,E_Spri,e_Spri,Ssec,E_Ssec,e_Ssec,Skep,e_Skep,KOI,Simbad_x,_RA_x,_DE_x,NIRC2,Np,Sep,Date,rmag,SNR,dmi,e_dmi,dmLP600,e_dmLP600,dmGaia,e_dmGaia,dm562nm,e_dm562nm,dm692nm,e_dm692nm,dm880nm,e_dm880nm,dmJ,e_dmJ,dmK,e_dmK,Ref,Teff1,E_Teff1,e_Teff1,Teff2,E_Teff2,e_Teff2,Teffkep,e_Teffkep,Rstar1,E_Rstar1,e_Rstar1,Rstar2/Rstar1,E_Rstar2/Rstar1,e_Rstar2/Rstar1,Rstarkep,e_Rstarkep,fcorr-p,E_fcorr-p,e_fcorr-p,fcorr-s,E_fcorr-s,e_fcorr-s,Source,K16,F17,Simbad_y,_RA_y,_DE_y,KOIpl_clean,kepoi_name,koi_period,koi_period_err1,koi_period_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_steff,koi_srad,koi_smass,Rstar2,Mstar1_est,Mstar2_est,rho_pri,rho_sec,rho_transit,rho_transit_fracerr,rho_transit_err,rho_pri_err,rho_sec_err,lnL_pri,lnL_sec,prior_pri,prior_sec,p_pri,p_sec,usable
2067.01,1.74,0.27,0.29,1.86,0.29,0.3,1.77,0.28,920,29,28,769,24,23,887,182.33,6.6,6.85,138.87,5.91,6.07,146.31,67.14,2067,Simbad,299.54951,45.76974,*,1,1.62,2021-08-25,12.54,375,,,0.8,0.04,0.78,0.05,,,,,,,1.11,0.01,0.73,0.01,"F17,B16,K16",6502,30,29,6289,34,32,5641,113,1.292,0.014,0.014,0.746,0.004,0.004,1.601,0.071,0.98,0.04,0.04,1.05,0.05,0.05,1,1,1,Simbad,299.54951,45.76974,2067.01,K02067.01,13.24503482,4.677e-05,-4.677e-05,20.22,6.1,-6.1,4.4078,0.0831,-0.0831,0.498,0.01,-0.468,156.1,5.0,-5.0,5636.0,1.39,0.988,0.963832,1.3774574,0.9549963,0.63869065,1.0665903,0.6331002850287348,0.9050445103857567,0.5729839374889143,0.0958036,0.15998855,-4.63010540160966e-05,-0.26548448909946615,0.5,0.5,0.5659726458516428,0.43402735414835736,True
2075.01,1.34,0.24,0.24,4.03,0.79,0.8,1.44,0.25,1710,53,52,803,41,41,1737,1601.11,76.68,77.55,119.92,20.46,21.14,2154.14,1100.4,2075,Simbad,290.10197,48.25113,*,1,0.1,2023-09-16,12.18,648,,,,,,,,,,,,,,,1.43,0.3,F17,6261,36,39,4079,137,85,6087,122,1.123,0.015,0.015,0.512,0.028,0.025,1.226,0.054,0.93,0.04,0.04,2.82,0.28,0.3,1,0,1,Simbad,290.10197,48.25113,2075.01,K02075.01,2.053341891,7.397e-06,-7.397e-06,2.03,1.0,-1.0,2.596,0.0661,-0.0661,0.966,0.011,-0.672,65.5,3.2,-3.2,6084.0,1.358,1.076,0.574976,1.156045,0.50068223,0.816273,2.633983,0.026656359866647685,1.4778325123152711,0.03939363527090792,0.12244095,0.39509746,-18.84392477337739,-21.560371763260218,0.5,0.5,0.9379901956820191,0.0620098043179808,True
2083.01,1.81,0.39,0.41,4.66,1.06,1.08,2.53,0.4,797,63,67,451,38,39,1021,108.59,5.0,8.04,15.89,0.29,1.41,257.14,112.96,2083,Simbad,284.49032,42.64828,*,1,0.26,2023-07-06,13.21,136,,,,,,,,,,,,,,,1.61,0.0,,5511,51,47,3938,28,27,5887,105,0.8,0.009,0.009,0.628,0.005,0.005,1.177,0.186,0.69,0.13,0.09,1.8,0.35,0.25,2,0,1,Simbad,284.49032,42.64828,2083.01,,,,,,,,,,,,,,,,,,,,0.50240004,0.7565933,0.42297244,1.4777212,3.3355162,,,,0.22165819,0.50032747,,,0.5,0.5,,,False
2091.01,2.09,0.34,0.34,3.71,0.59,0.62,2.12,0.3,743,45,47,514,32,32,713,107.61,8.55,8.67,30.64,2.17,2.19,61.24,28.71,2091,Simbad,291.91296,40.95395,*,1,1.3,2022-06-10,15.73,101,,,1.72,0.04,1.84,0.05,,,,,,,,,,,F17,5660,67,68,4535,60,58,5190,182,0.885,0.023,0.022,0.744,0.011,0.01,0.982,0.09,0.98,0.11,0.09,1.72,0.18,0.15,1,0,1,Simbad,291.91296,40.95395,2091.01,,,,,,,,,,,,,,,,,,,,0.65844,0.858379,0.5931237,1.2383667,2.0777662,,,,0.18575501,0.31166494,,,0.5,0.5,,,False
2094.01,3.52,0.58,0.57,4.1,0.68,0.68,3.44,0.55,453,17,16,408,16,16,496,9.88,0.68,0.69,6.98,0.62,0.64,14.33,6.12,2094,Simbad,295.66288,44.52582,*,2,0.04,2023-07-07,14.96,156,,,,,,,,,,,,,,,0.26,0.03,F17,5417,60,59,5091,88,82,5325,106,0.811,0.017,0.016,0.919,0.01,0.01,1.012,0.055,1.02,0.07,0.06,1.19,0.07,0.07,1,0,1,Simbad,295.66288,44.52582,2094.01,,,,,,,,,,,,,,,,,,,,0.745309,0.7696195,0.69250107,1.4428246,1.6726742,,,,0.2164237,0.25090113,,,0.5,0.5,,,False
2094.02,2.86,0.48,0.48,3.34,0.57,0.56,2.79,0.45,271,10,10,244,10,9,297,1.26,0.09,0.09,0.89,0.08,0.08,1.83,0.78,2094,Simbad,295.66288,44.52582,*,2,0.04,2023-07-07,14.96,156,,,,,,,,,,,,,,,0.26,0.03,F17,5417,60,59,5091,88,82,5325,106,0.811,0.017,0.016,0.919,0.01,0.01,1.012,0.055,1.02,0.07,0.06,1.19,0.07,0.07,1,0,1,Simbad,295.66288,44.52582,2094.02,,,,,,,,,,,,,,,,,,,,0.745309,0.7696195,0.69250107,1.4428246,1.6726742,,,,0.2164237,0.25090113,,,0.5,0.5,,,False
2117.01,2.07,0.21,0.21,2.93,0.3,0.3,1.84,0.13,509,23,24,424,20,20,520,16.56,0.89,0.94,8.65,0.4,0.39,17.3,4.76,2117,Simbad,286.4793,39.26995,*,1,0.33,2021-09-12,15.64,217,,,0.71,0.17,,,,,,,,,,,0.53,0.05,F17,4490,48,47,4021,33,25,4500,123,0.658,0.014,0.015,0.866,0.013,0.013,0.688,0.048,1.12,0.09,0.07,1.59,0.13,0.12,2,0,1,Simbad,286.4793,39.26995,2117.01,K02117.01,13.36019864,5.956e-05,-5.956e-05,32.0,12.9,-12.9,2.788,0.113,-0.113,0.534,0.329,-0.354,699.9,37.5,-37.5,4500.0,0.688,0.768,0.569828,0.59262824,0.49508494,2.080198,2.6757677,2.4663764695781762,1.209375,2.982774042896107,0.31202972,0.40136516,-0.008290456923706694,-0.0024202087292288866,0.5,0.5,0.49853244216569226,0.5014675578343077,True
2124.01,2.08,0.15,0.16,2.19,0.15,0.16,1.45,0.07,325,12,11,320,11,11,311,2.52,0.1,0.11,2.33,0.14,0.12,2.21,0.43,2124,Simbad,295.2885,49.37979,*,1,0.06,2021-06-22,14.24,241,,,,,,,0.51,0.15,,,0.18,0.15,,,0.01,0.01,"F17,K16",4232,32,30,4174,43,37,4132,83,0.605,0.007,0.007,0.993,0.011,0.01,0.581,0.03,1.43,0.09,0.07,1.51,0.08,0.08,2,1,1,Simbad,295.2885,49.37979,2124.01,K02124.01,42.3375799,0.0004059,-0.0004059,25.3,12.4,-12.4,4.924,0.157,-0.157,0.947,0.0,-0.655,354.8,22.6,-22.6,4132.0,0.581,0.593,0.600765,0.5335735,0.5289088,2.4095066,2.4393096,0.12137933924978768,1.4703557312252964,0.17847080711826488,0.361426,0.36589646,-16.111236852599983,-16.209298260341562,0.5,0.5,0.5244957257580234,0.4755042742419765,True
2132.01,3.04,0.92,0.9,4.09,1.12,1.19,3.04,0.62,424,46,46,344,38,38,442,6.69,0.65,0.65,3.26,0.38,0.36,8.99,4.87,2132,Simbad,296.6973,46.3717,*,1,0.15,2023-05-15,14.52,204,,,,,,,,,,,,,,,0.52,0.0,F17,5656,82,87,4996,111,103,5390,80,0.887,0.032,0.028,0.845,0.006,0.006,1.104,0.227,0.95,0.25,0.16,1.28,0.32,0.22,2,0,1,Simbad,296.6973,46.3717,2132.01,K02132.01,69.8956789,0.0005243,-0.0005243,54.6,27.2,-27.2,5.276,0.182,-0.182,0.872,0.064,-0.584,548.4,28.7,-28.7,5390.0,1.104,0.893,0.74951506,0.8608045,0.6973896,1.2334843,1.6562823,0.4476231478024873,1.4945054945054943,0.6689752538586623,0.18502265,0.24844235,-0.6409582281714333,-1.4343178025301435,0.5,0.5,0.6885522407476102,0.3114477592523897,True
2147.01,1.57,0.26,0.27,3.18,0.54,0.54,2.01,0.31,502,22,23,305,15,16,543,24.78,2.03,2.18,4.41,0.57,0.55,20.61,8.58,2147,Simbad,291.77165,47.52992,*,2,0.08,2023-08-16,14.46,204,,,,,,,,,,,,,,,1.32,0.07,F17,6044,63,63,4534,124,103,5626,113,1.045,0.03,0.029,0.653,0.015,0.014,1.419,0.097,0.77,0.06,0.05,1.58,0.15,0.14,1,0,1,Simbad,291.77165,47.52992,2147.01,K02147.01,37.8658964,0.0002184,-0.0002184,60.62,4.8,-4.8,4.782,0.134,-0.134,0.18,0.271,-0.18,395.2,16.2,-16.2,5757.0,1.017,1.016,0.68238497,1.0565629,0.6202072,0.9258626,1.9518591,2.0873081815435284,0.2375453645661498,0.49583038294666465,0.1388794,0.29277888,-2.543901224236859,-0.02766625719489251,0.5,0.5,0.07472785664641299,0.9252721433535869,True
2147.02,0.97,0.17,0.17,1.98,0.36,0.37,1.25,0.2,774,33,33,470,23,23,838,140.08,11.48,12.32,24.96,3.23,3.11,116.56,48.47,2147,Simbad,291.77165,47.52992,*,2,0.08,2023-08-16,14.46,204,,,,,,,,,,,,,,,1.32,0.07,F17,6044,63,63,4534,124,103,5626,113,1.045,0.03,0.029,0.653,0.015,0.014,1.419,0.097,0.77,0.06,0.05,1.58,0.15,0.14,1,0,1,Simbad,291.77165,47.52992,2147.02,K02147.02,10.32736351,8.193e-05,-8.193e-05,28.2,12.7,-12.7,1.889,0.195,-0.195,0.754,0.208,-0.511,126.9,15.3,-15.3,5757.0,1.017,1.016,0.68238497,1.0565629,0.6202072,0.9258626,1.9518591,2.824903789054373,1.351063829787234,3.8166253320202697,0.1388794,0.29277888,-0.12362464229188237,-0.026009721426278526,0.5,0.5,0.4756156292667682,0.5243843707332317,True
2163.01,2.43,0.88,1.18,1.83,1.51,0.61,1.76,0.57,804,126,144,770,118,138,865,87.24,8.95,9.06,94.49,7.56,7.95,132.15,131.05,2163,Simbad,295.62642,49.1304,*,3,0.77,2021-06-20,14.61,196,,,0.04,0.03,0.02,0.05,,,,,,,,,,,,5687,99,76,5758,72,59,6014,190,0.892,0.032,0.027,0.896,0.005,0.005,1.021,0.333,1.21,0.55,0.31,1.15,0.54,0.29,2,0,1,Simbad,295.62642,49.1304,2163.01,,,,,,,,,,,,,,,,,,,,0.79923207,0.8668742,0.75568557,1.22141,1.480207,,,,0.1832115,0.22203106,,,0.5,0.5,,,False
2163.02,2.21,0.83,1.02,2.18,0.85,1.04,1.6,0.53,675,101,119,647,97,113,729,44.12,4.52,4.58,47.79,3.83,4.02,66.87,66.3,2163,Simbad,295.62642,49.1304,*,3,0.77,2021-06-20,14.61,196,,,0.04,0.03,0.02,0.05,,,,,,,,,,,,5687,99,76,5758,72,59,6014,190,0.892,0.032,0.027,0.896,0.005,0.005,1.021,0.333,1.21,0.55,0.31,1.15,0.54,0.29,2,0,1,Simbad,295.62642,49.1304,2163.02,,,,,,,,,,,,,,,,,,,,0.79923207,0.8668742,0.75568557,1.22141,1.480207,,,,0.1832115,0.22203106,,,0.5,0.5,,,False
2163.03,2.52,0.49,1.34,2.11,0.88,1.0,1.59,0.52,584,91,107,559,88,103,625,23.83,2.44,2.47,25.81,2.07,2.17,36.13,35.82,2163,Simbad,295.62642,49.1304,*,3,0.77,2021-06-20,14.61,196,,,0.04,0.03,0.02,0.05,,,,,,,,,,,,5687,99,76,5758,72,59,6014,190,0.892,0.032,0.027,0.896,0.005,0.005,1.021,0.333,1.21,0.55,0.31,1.15,0.54,0.29,2,0,1,Simbad,295.62642,49.1304,2163.03,,,,,,,,,,,,,,,,,,,,0.79923207,0.8668742,0.75568557,1.22141,1.480207,,,,0.1832115,0.22203106,,,0.5,0.5,,,False
2179.01,1.61,0.18,0.18,1.82,0.2,0.2,1.59,0.12,338,16,15,302,14,14,391,3.53,0.15,0.14,2.53,0.12,0.11,5.51,1.35,2179,Simbad,293.67423,47.90841,*,2,0.13,2021-08-23,15.88,196,,,,,,,,,,,,,,,0.46,0.01,"F17,K16",3679,16,15,3558,17,15,3825,76,0.422,0.011,0.012,0.852,0.005,0.005,0.524,0.038,1.01,0.09,0.08,1.14,0.09,0.09,2,1,1,Simbad,293.67423,47.90841,2179.01,,,,,,,,,,,,,,,,,,,,0.35954398,0.34012657,0.27841333,4.5258822,5.9900985,,,,0.67888236,0.8985148,,,0.5,0.5,,,False
2179.02,1.43,0.15,0.15,1.63,0.18,0.17,1.42,0.1,594,27,27,530,24,24,687,33.79,1.48,1.36,24.23,1.11,1.03,52.68,12.88,2179,Simbad,293.67423,47.90841,*,2,0.13,2021-08-23,15.88,196,,,,,,,,,,,,,,,0.46,0.01,"F17,K16",3679,16,15,3558,17,15,3825,76,0.422,0.011,0.012,0.852,0.005,0.005,0.524,0.038,1.01,0.09,0.08,1.14,0.09,0.09,2,1,1,Simbad,293.67423,47.90841,2179.02,,,,,,,,,,,,,,,,,,,,0.35954398,0.34012657,0.27841333,4.5258822,5.9900985,,,,0.67888236,0.8985148,,,0.5,0.5,,,False
2224.01,1.32,0.22,0.21,4.06,0.69,0.7,1.48,0.22,1150,46,46,542,25,25,1128,646.25,50.29,50.08,48.65,5.61,5.59,383.51,151.11,2224,Simbad,294.18922,45.15158,*,2,0.1,2023-07-02,14.91,168,,,,,,,,,,,,,,,2.13,0.1,F17,6176,57,59,4032,82,60,5710,114,1.094,0.024,0.025,0.518,0.016,0.015,1.238,0.074,0.9,0.06,0.05,2.76,0.23,0.22,1,0,1,Simbad,294.18922,45.15158,2224.01,K02224.01,3.73090026,1.5e-05,-1.5e-05,5.89,2.7,-2.7,2.9095,0.0933,-0.0933,0.822,0.017,-0.567,191.2,9.2,-9.2,5709.0,0.95,1.014,0.566692,1.1188494,0.4916815,0.85451496,2.7017343,0.19722132416719293,1.3752122241086588,0.2712211758496202,0.12817726,0.40526018,-2.4004517603130737,-13.188963871340128,0.5,0.5,0.9999793652239145,2.06347760855409e-05,True
2224.02,1.31,0.6,0.59,4.05,1.84,1.78,1.47,0.64,398,16,16,187,8,8,391,9.83,0.77,0.76,0.74,0.09,0.09,5.55,7.16,2224,Simbad,294.18922,45.15158,*,2,0.1,2023-07-02,14.91,168,,,,,,,,,,,,,,,2.13,0.1,F17,6176,57,59,4032,82,60,5710,114,1.094,0.024,0.025,0.518,0.016,0.015,1.238,0.074,0.9,0.06,0.05,2.76,0.23,0.22,1,0,1,Simbad,294.18922,45.15158,2224.02,,,,,,,,,,,,,,,,,,,,0.566692,1.1188494,0.4916815,0.85451496,2.7017343,,,,0.12817726,0.40526018,,,0.5,0.5,,,False
2289.01,2.12,0.38,0.38,8.2,1.46,1.48,2.28,0.39,536,16,16,208,7,8,530,19.37,0.98,1.01,0.76,0.07,0.07,18.7,9.11,2289,Simbad,295.7011,38.94583,*,2,0.94,2022-09-11,13.31,323,,,,,,,,,,,,,,,2.78,0.1,F17,6370,41,37,3838,43,43,6060,121,1.19,0.011,0.011,0.415,0.013,0.013,1.291,0.055,0.93,0.04,0.04,3.59,0.21,0.19,1,0,1,Simbad,295.7011,38.94583,2289.01,K02289.01,62.7843981,0.0004231,-0.0004231,97.7,17.0,-17.0,4.81,0.143,-0.143,0.272,0.171,-0.272,325.0,16.4,-16.4,6053.0,1.26,1.098,0.49385002,1.242893,0.4139938,0.7375523,3.43723,3.178450738742049,0.5220061412487205,1.659170805279882,0.110632844,0.5155845,-1.0773593064418698,-0.011092078331836399,0.5,0.5,0.2561136020654861,0.7438863979345138,True
2289.02,1.48,0.25,0.26,5.72,1.01,1.01,1.58,0.27,783,24,24,304,11,11,775,88.44,4.49,4.61,3.47,0.34,0.33,85.34,41.59,2289,Simbad,295.7011,38.94583,*,2,0.94,2022-09-11,13.31,323,,,,,,,,,,,,,,,2.78,0.1,F17,6370,41,37,3838,43,43,6060,121,1.19,0.011,0.011,0.415,0.013,0.013,1.291,0.055,0.93,0.04,0.04,3.59,0.21,0.19,1,0,1,Simbad,295.7011,38.94583,2289.02,K02289.02,20.0983676,0.0001238,-0.0001238,29.82,2.3,-2.3,5.207,0.144,-0.144,0.02,0.414,-0.02,157.8,8.8,-8.8,6053.0,1.26,1.098,0.49385002,1.242893,0.4139938,0.7375523,3.43723,0.8819350665411535,0.23138832997987924,0.20406948219765117,0.110632844,0.5155845,-0.19343771082254868,-10.618101200095735,0.5,0.5,0.999970309789519,2.9690210480999446e-05,True
2298.01,0.57,0.05,0.05,1.29,0.12,0.12,0.7,0.04,487,25,26,299,16,17,469,41.43,2.63,2.64,7.76,0.55,0.57,11.47,2.87,2298,Simbad,288.4561,45.8022,*,3,1.52,2021-06-07,13.81,242,,,2.08,0.14,,,,,,,,,,,1.3,0.02,"F17,B16",5578,55,60,4146,51,53,4734,166,0.884,0.011,0.011,0.683,0.008,0.009,1.145,0.085,0.81,0.06,0.06,1.82,0.16,0.14,1,0,1,Simbad,288.4561,45.8022,2298.01,K02298.01,16.6671415,0.0001253,-0.0001253,32.9,10.2,-10.2,3.526,0.197,-0.197,0.444,0.042,-0.422,175.0,11.0,-11.0,4729.0,0.525,0.534,0.60377204,0.85716677,0.53222007,1.2408192,2.4180887,1.7222679224998207,0.9300911854103343,1.601866213632052,0.1861229,0.3627133,-0.044564972174115744,-0.08974235461601537,0.5,0.5,0.5112924250263888,0.48870757497361117,True
2298.02,0.51,0.05,0.05,1.15,0.12,0.12,0.63,0.04,393,20,20,241,12,13,378,17.51,1.11,1.12,3.28,0.23,0.24,4.84,1.21,2298,Simbad,288.4561,45.8022,*,3,1.52,2021-06-07,13.81,242,,,2.08,0.14,,,,,,,,,,,1.3,0.02,"F17,B16",5578,55,60,4146,51,53,4734,166,0.884,0.011,0.011,0.683,0.008,0.009,1.145,0.085,0.81,0.06,0.06,1.82,0.16,0.14,1,0,1,Simbad,288.4561,45.8022,2298.02,K02298.02,31.8055128,0.0006015,-0.0006015,54.5,17.4,-17.4,3.979,0.312,-0.312,0.476,0.498,-0.275,141.7,14.1,-14.1,4729.0,0.525,0.534,0.60377204,0.85716677,0.53222007,1.2408192,2.4180887,2.149908449876787,0.9577981651376146,2.05917836850584,0.1861229,0.3627133,-0.0966632545241887,-0.0082255615159566,0.5,0.5,0.47790497571844687,0.5220950242815531,True
2298.03,0.29,0.03,0.03,0.66,0.06,0.06,0.36,0.02,923,48,48,567,30,30,887,527.66,33.54,33.63,98.86,7.03,7.26,145.69,36.41,2298,Simbad,288.4561,45.8022,*,3,1.52,2021-06-07,13.81,242,,,2.08,0.14,,,,,,,,,,,1.3,0.02,"F17,B16",5578,55,60,4146,51,53,4734,166,0.884,0.011,0.011,0.683,0.008,0.009,1.145,0.085,0.81,0.06,0.06,1.82,0.16,0.14,1,0,1,Simbad,288.4561,45.8022,2298.03,K02298.03,2.47240869,1.886e-05,-1.886e-05,9.66,2.7,-2.7,1.87,0.173,-0.173,0.319,0.137,-0.319,47.5,6.0,-6.0,4729.0,0.525,0.534,0.60377204,0.85716677,0.53222007,1.2408192,2.4180887,1.9811899692440085,0.8385093167701865,1.6612462475027403,0.1861229,0.3627133,-0.09808055641874615,-0.03300945536958142,0.5,0.5,0.4837379624580602,0.5162620375419398,True
2333.01,1.14,0.18,0.18,4.79,0.9,0.87,1.2,0.19,1354,49,50,481,13,24,1317,814.76,12.41,83.05,27.95,4.24,6.7,711.45,318.13,2333,Simbad,282.39463,48.75913,*,2,0.47,2023-06-27,13.61,296,,,,,,,,,,,,,,,3.15,0.0,F17,6371,53,44,3710,22,20,6031,121,1.191,0.017,0.018,0.367,0.002,0.003,1.27,0.059,0.94,0.05,0.05,4.04,0.21,0.24,1,0,1,Simbad,282.39463,48.75913,2333.01,,,,,,,,,,,,,,,,,,,,0.437097,1.2441986,0.355404,0.7364689,4.255874,,,,0.11047034,0.6383811,,,0.5,0.5,,,False
2333.02,1.3,0.22,0.22,5.47,1.02,0.98,1.39,0.22,1086,40,42,386,12,20,1056,336.49,5.13,34.29,11.54,1.75,2.77,293.67,131.32,2333,Simbad,282.39463,48.75913,*,2,0.47,2023-06-27,13.61,296,,,,,,,,,,,,,,,3.15,0.0,F17,6371,53,44,3710,22,20,6031,121,1.191,0.017,0.018,0.367,0.002,0.003,1.27,0.059,0.94,0.05,0.05,4.04,0.21,0.24,1,0,1,Simbad,282.39463,48.75913,2333.02,,,,,,,,,,,,,,,,,,,,0.437097,1.2441986,0.355404,0.7364689,4.255874,,,,0.11047034,0.6383811,,,0.5,0.5,,,False
2335.01,2.11,0.37,0.39,2.23,0.41,0.41,1.51,0.19,,,,,,,676,56.56,6.35,6.26,47.39,5.63,5.64,49.35,18.79,2335,Simbad,291.69954,38.14525,*,1,0.09,2023-09-26,14.07,226,,,,,,,,,,,,,,,0.14,0.02,F17,5803,83,84,5661,95,104,5547,,0.938,0.038,0.033,0.951,0.008,0.008,0.925,0.12,1.37,0.22,0.16,1.45,0.22,0.18,2,0,1,Simbad,291.69954,38.14525,2335.01,,,,,,,,,,,,,,,,,,,,0.892038,0.92311025,0.86692035,1.1185232,1.2213191,,,,0.16777849,0.18319787,,,0.5,0.5,,,False
2342.01,1.17,0.26,0.27,3.8,0.91,0.91,1.51,0.25,888,78,77,400,34,34,931,115.1,10.03,10.43,7.37,0.57,0.6,177.24,83.26,2342,Simbad,293.72589,47.247,*,2,0.28,2023-06-24,13.0,356,,,,,,,,,,,,,,,2.23,0.01,,6272,73,68,4021,55,42,5798,116,1.149,0.037,0.033,0.494,0.005,0.006,1.525,0.252,0.77,0.15,0.11,2.46,0.52,0.34,2,0,1,Simbad,293.72589,47.247,2342.01,,,,,,,,,,,,,,,,,,,,0.56760603,1.1895975,0.49267298,0.78422356,2.694125,,,,0.11763354,0.40411875,,,0.5,0.5,,,False
2342.02,24.42,5.66,5.78,77.92,18.0,18.27,30.53,5.05,309,28,27,139,12,12,325,1.7,0.15,0.15,0.11,0.01,0.01,2.62,1.23,2342,Simbad,293.72589,47.247,*,2,0.28,2023-06-24,13.0,356,,,,,,,,,,,,,,,2.23,0.01,,6272,73,68,4021,55,42,5798,116,1.149,0.037,0.033,0.494,0.005,0.006,1.525,0.252,0.77,0.15,0.11,2.46,0.52,0.34,2,0,1,Simbad,293.72589,47.247,2342.02,,,,,,,,,,,,,,,,,,,,0.56760603,1.1895975,0.49267298,0.78422356,2.694125,,,,0.11763354,0.40411875,,,0.5,0.5,,,False
2346.01,2.8,0.74,0.73,11.79,2.92,3.11,2.69,0.64,561,34,34,209,13,12,547,25.36,1.91,1.91,0.97,0.05,0.05,21.09,14.41,2346,Simbad,292.29059,44.65325,*,1,0.27,2023-07-12,15.6,160,,,,,,,,,,,,,,,3.15,0.01,F17,5770,57,59,3528,19,16,5732,201,0.914,0.02,0.02,0.372,0.002,0.002,0.889,0.079,1.04,0.1,0.09,4.37,0.44,0.39,1,0,1,Simbad,292.29059,44.65325,2346.01,,,,,,,,,,,,,,,,,,,,0.340008,0.8936814,0.2596339,1.1704266,6.6053224,,,,0.17556399,0.9907984,,,0.5,0.5,,,False
2376.01,2.65,0.44,0.42,3.08,0.51,0.52,2.34,0.33,534,30,30,480,27,27,591,18.17,1.16,1.15,13.48,1.03,0.99,28.85,14.37,2376,Simbad,285.14263,49.80065,*,1,0.4,2022-08-03,15.19,115,,,0.46,0.12,,,,,,,,,,,,,,4972,60,56,4704,71,66,5212,182,0.674,0.012,0.011,0.901,0.022,0.02,0.757,0.06,1.13,0.1,0.08,1.32,0.11,0.1,1,0,1,Simbad,285.14263,49.80065,2376.01,K02376.01,18.8262877,0.0001114,-0.0001114,61.74,7.8,-7.8,2.344,0.115,-0.115,0.198,0.249,-0.198,795.8,47.0,-47.0,5215.0,0.845,0.787,0.60727406,0.6106957,0.5360816,1.994551,2.3937385,8.920840141009169,0.3790087463556851,3.3810764382833582,0.29918265,0.3590608,-2.0819676517573624,-1.8425966811742467,0.5,0.5,0.44044137096201597,0.559558629037984,True
2392.01,1.27,0.18,0.18,3.77,0.56,0.57,1.4,0.19,887,32,34,448,17,17,899,163.97,12.49,12.36,15.85,1.05,1.09,154.52,54.13,2392,Simbad,297.07037,42.97775,*,1,0.08,2023-07-02,14.95,200,,,,,,,,,,,,,,,1.93,0.03,F17,5826,58,62,3927,36,30,5575,112,0.934,0.021,0.019,0.562,0.006,0.006,1.051,0.06,0.9,0.06,0.05,2.69,0.18,0.17,1,0,1,Simbad,297.07037,42.97775,2392.01,K02392.01,7.42697378,5.316e-05,-5.316e-05,16.92,5.3,-5.3,3.206,0.209,-0.209,0.337,0.118,-0.337,205.2,15.7,-15.7,5573.0,0.982,0.957,0.524908,0.9181922,0.44679058,1.1269196,3.0892599,1.1798113197472528,0.9397163120567374,1.1086879423156808,0.16903795,0.463389,-0.0011121060263354586,-1.2625346195437686,0.5,0.5,0.7792708883609166,0.22072911163908346,True
2397.01,2.32,0.35,0.36,2.65,0.42,0.43,1.47,0.16,735,48,47,671,43,44,632,56.48,5.12,5.2,41.35,4.11,4.33,37.81,14.41,2397,Simbad,285.82236,45.71184,*,1,0.19,2023-06-06,15.53,104,,,,,,,,,,,,,,,0.23,0.0,F17,5464,82,81,5178,99,93,5195,157,0.834,0.027,0.026,0.929,0.006,0.006,0.69,0.074,1.56,0.18,0.15,1.78,0.22,0.19,2,0,1,Simbad,285.82236,45.71184,2397.01,K02397.01,12.00089667,6.862e-05,-6.862e-05,23.25,9.2,-9.2,3.266,0.127,-0.127,0.595,0.021,-0.488,420.7,23.8,-23.8,5195.0,0.69,0.688,0.774786,0.7969986,0.7269042,1.3739136,1.5629026,1.1724025189381917,1.1870967741935483,1.3917552482879179,0.20608705,0.2344354,-0.010257051447852755,-0.03827677762035573,0.5,0.5,0.5070044732785074,0.4929955267214926,True
2407.01,1.88,0.32,0.32,5.34,0.94,0.98,2.13,0.35,820,31,31,378,17,17,809,131.87,10.54,10.98,9.13,1.08,1.14,101.22,41.84,2407,Simbad,296.37687,50.62147,*,1,0.13,2023-06-09,14.1,157,,,,,,,,,,,,,,,2.18,0.09,F17,6525,66,61,4288,93,90,6000,120,1.292,0.032,0.033,0.491,0.013,0.013,1.495,0.083,0.87,0.06,0.05,2.49,0.22,0.2,1,0,1,Simbad,296.37687,50.62147,2407.01,K02407.01,17.2922631,0.0001282,-0.0001282,10.01,4.7,-4.7,7.042,0.161,-0.161,0.865,0.012,-0.601,203.1,9.9,-9.9,5936.0,1.299,1.122,0.634372,1.3774574,0.56614804,0.63869065,2.2176754,0.0450644242800745,1.4085914085914086,0.06347736087403101,0.0958036,0.33265132,-13.340397978469683,-20.57891649903176,0.5,0.5,0.9992821404622181,0.0007178595377818224,True
